dam_name,day,daily_storage_volume,daily_regulated_releases,daily_spill_volume
Burrendong,01/01/1890,1133400,5985.5,0
Burrendong,02/01/1890,1127100,5746.7,0
Burrendong,03/01/1890,1120100,6454.4,0
Burrendong,04/01/1890,1113000,6544.7,0
Burrendong,05/01/1890,1106200,6284.5,0
Burrendong,06/01/1890,1099100,6645,0
Burrendong,07/01/1890,1092300,6305.4,0
Burrendong,08/01/1890,1085600,6168.2,0
Burrendong,09/01/1890,1079500,5609,0
Burrendong,10/01/1890,1072400,6501.4,0
Burrendong,11/01/1890,1065700,6176,0
Burrendong,12/01/1890,1060000,6161,0
Burrendong,13/01/1890,1053400,6665.3,0
Burrendong,14/01/1890,1046600,6235.6,0
Burrendong,15/01/1890,1039800,6246,0
Burrendong,16/01/1890,1033000,6280.9,0
Burrendong,17/01/1890,1026100,6344,0
Burrendong,18/01/1890,1019200,6345,0
Burrendong,19/01/1890,1012300,6349.3,0
Burrendong,20/01/1890,1005400,6349.3,0
Burrendong,21/01/1890,998530,6351.3,0
Burrendong,22/01/1890,991620,6352.3,0
Burrendong,23/01/1890,984870,6192,0
Burrendong,24/01/1890,978150,6166.1,0
Burrendong,25/01/1890,971610,5982.9,0
Burrendong,26/01/1890,965370,5684.9,0
Burrendong,27/01/1890,959130,5686.9,0
Burrendong,28/01/1890,953120,5447.1,0
Burrendong,29/01/1890,947260,5315.9,0
Burrendong,30/01/1890,942430,4263.5,0
Burrendong,31/01/1890,937680,4202,0
Burrendong,01/02/1890,933110,4160,0
Burrendong,02/02/1890,929010,4164,0
Burrendong,03/02/1890,924450,4160.6,0
Burrendong,04/02/1890,919940,4101.8,0
Burrendong,05/02/1890,915460,4073.3,0
Burrendong,06/02/1890,910960,4092.3,0
Burrendong,07/02/1890,906430,4132.5,0
Burrendong,08/02/1890,901890,4138.3,0
Burrendong,09/02/1890,898140,4128.4,0
Burrendong,10/02/1890,893930,4112.2,0
Burrendong,11/02/1890,893550,2084.6,0
Burrendong,12/02/1890,895630,2373.3,0
Burrendong,13/02/1890,898740,1653.2,0
Burrendong,14/02/1890,923670,0,0
Burrendong,15/02/1890,943420,895.54,0
Burrendong,16/02/1890,958780,0,0
Burrendong,17/02/1890,982950,0,0
Burrendong,18/02/1890,1000800,0,0
Burrendong,19/02/1890,1015300,0,0
Burrendong,20/02/1890,1019000,0,0
Burrendong,21/02/1890,1021500,0,0
Burrendong,22/02/1890,1024800,0,0
Burrendong,23/02/1890,1029700,0,0
Burrendong,24/02/1890,1063300,0,0
Burrendong,25/02/1890,1089300,0,0
Burrendong,26/02/1890,1105400,0,0
Burrendong,27/02/1890,1116100,0,0
Burrendong,28/02/1890,1124800,0,0
Burrendong,01/03/1890,1132300,0,0
Burrendong,02/03/1890,1142200,0,0
Burrendong,03/03/1890,1149000,0,0
Burrendong,04/03/1890,1153700,0,0
Burrendong,05/03/1890,1157300,0,0
Burrendong,06/03/1890,1160200,0,0
Burrendong,07/03/1890,1162800,0,0
Burrendong,08/03/1890,1164900,0,0
Burrendong,09/03/1890,1166600,0,0
Burrendong,10/03/1890,1168200,0,0
Burrendong,11/03/1890,1170100,0,0
Burrendong,12/03/1890,1262900,0,34897
Burrendong,13/03/1890,1301100,0,94507
Burrendong,14/03/1890,1300400,0,34893
Burrendong,15/03/1890,1300900,0,10051
Burrendong,16/03/1890,1301700,0,5892.8
Burrendong,17/03/1890,1302200,0,4421.9
Burrendong,18/03/1890,1302600,0,3530.5
Burrendong,19/03/1890,1302900,0,2954.3
Burrendong,20/03/1890,1303100,0,2542.2
Burrendong,21/03/1890,1303200,0,2233.4
Burrendong,22/03/1890,1303200,0,1992.5
Burrendong,23/03/1890,1303200,0,1802.6
Burrendong,24/03/1890,1305400,0,1630
Burrendong,25/03/1890,1305900,0,1617.6
Burrendong,26/03/1890,1306400,0,2449.1
Burrendong,27/03/1890,1306700,0,2902.7
Burrendong,28/03/1890,1306600,0,2265.7
Burrendong,29/03/1890,1306600,0,1749
Burrendong,30/03/1890,1306500,0,1518.1
Burrendong,31/03/1890,1306900,0,1377.6
Burrendong,01/04/1890,1307000,0,1272.3
Burrendong,02/04/1890,1307100,0,1185.9
Burrendong,03/04/1890,1307200,0,1133.7
Burrendong,04/04/1890,1307200,0,1079.7
Burrendong,05/04/1890,1307200,0,1020.6
Burrendong,06/04/1890,1307200,0,966.97
Burrendong,07/04/1890,1307200,0,917.62
Burrendong,08/04/1890,1307200,0,873.88
Burrendong,09/04/1890,1307200,0,832.38
Burrendong,10/04/1890,1310600,0,795.59
Burrendong,11/04/1890,1312600,0,923.21
Burrendong,12/04/1890,1313000,0,1107.4
Burrendong,13/04/1890,1312900,0,1763.6
Burrendong,14/04/1890,1312900,0,937.52
Burrendong,15/04/1890,1312800,0,784.63
Burrendong,16/04/1890,1312700,0,719.91
Burrendong,17/04/1890,1312600,0,675.05
Burrendong,18/04/1890,1312600,0,643.57
Burrendong,19/04/1890,1312400,0,612.55
Burrendong,20/04/1890,1312300,0,583.69
Burrendong,21/04/1890,1312200,0,555.42
Burrendong,22/04/1890,1312100,0,530.68
Burrendong,23/04/1890,1311900,0,508.67
Burrendong,24/04/1890,1312200,0,486.64
Burrendong,25/04/1890,1312000,0,466.18
Burrendong,26/04/1890,1311800,0,447.18
Burrendong,27/04/1890,1311700,0,428.94
Burrendong,28/04/1890,1311500,0,412.18
Burrendong,29/04/1890,1311400,0,396.1
Burrendong,30/04/1890,1311200,0,380.89
Burrendong,01/05/1890,1311100,0,369.33
Burrendong,02/05/1890,1311000,0,352.17
Burrendong,03/05/1890,1310900,0,345.36
Burrendong,04/05/1890,1310800,0,333.48
Burrendong,05/05/1890,1310600,0,321.17
Burrendong,06/05/1890,1310500,0,308.2
Burrendong,07/05/1890,1310400,0,300.64
Burrendong,08/05/1890,1310300,0,289.52
Burrendong,09/05/1890,1310200,0,280.43
Burrendong,10/05/1890,1310000,8.64,272.2366
Burrendong,11/05/1890,1309900,17.92,263.914
Burrendong,12/05/1890,1309700,34.8,254.778
Burrendong,13/05/1890,1309500,43.42,246.911
Burrendong,14/05/1890,1309300,50.5,239.407
Burrendong,15/05/1890,1309100,43.66,231.686
Burrendong,16/05/1890,1309600,48.99,225.067
Burrendong,17/05/1890,1309400,54.68,218.66
Burrendong,18/05/1890,1310500,59.28,210.645
Burrendong,19/05/1890,1310300,59.74,223.939
Burrendong,20/05/1890,1310200,72.29,464.643
Burrendong,21/05/1890,1310000,124.67,474.84
Burrendong,22/05/1890,1309700,154.48,364.15
Burrendong,23/05/1890,1311800,165.58,305.97
Burrendong,24/05/1890,1312000,31.83,792.269
Burrendong,25/05/1890,1312400,0,533.1
Burrendong,26/05/1890,1312400,0,467.53
Burrendong,27/05/1890,1312400,0,707.33
Burrendong,28/05/1890,1313500,0,1962.5
Burrendong,29/05/1890,1314600,0,2270.2
Burrendong,30/05/1890,1314600,0,3491.9
Burrendong,31/05/1890,1314700,0,1273.5
Burrendong,01/06/1890,1315400,0,919.27
Burrendong,02/06/1890,1315600,0,708.06
Burrendong,03/06/1890,1316300,0,1051.1
Burrendong,04/06/1890,1316600,0,1935.2
Burrendong,05/06/1890,1316800,0,1341.3
Burrendong,06/06/1890,1317500,0,1038.9
Burrendong,07/06/1890,1318600,0,1593.8
Burrendong,08/06/1890,1319100,0,2732.8
Burrendong,09/06/1890,1319800,0,2068.4
Burrendong,10/06/1890,1320600,0,2194.6
Burrendong,11/06/1890,1320900,0,1423.7
Burrendong,12/06/1890,1321300,0,1263.4
Burrendong,13/06/1890,1322600,0,1521.3
Burrendong,14/06/1890,1326000,0,4456.8
Burrendong,15/06/1890,1330000,0,9140.3
Burrendong,16/06/1890,1331100,0,11838
Burrendong,17/06/1890,1332600,0,7066.8
Burrendong,18/06/1890,1333900,0,6314.6
Burrendong,19/06/1890,1335000,0,5548.5
Burrendong,20/06/1890,1335600,0,4428.7
Burrendong,21/06/1890,1340900,0,4648.1
Burrendong,22/06/1890,1359400,0,18455
Burrendong,23/06/1890,1364600,0,51315
Burrendong,24/06/1890,1370700,0,23672
Burrendong,25/06/1890,1372400,0,22787
Burrendong,26/06/1890,1374200,0,11733
Burrendong,27/06/1890,1376500,0,9070.4
Burrendong,28/06/1890,1378000,0,7699.1
Burrendong,29/06/1890,1379800,0,6893.5
Burrendong,30/06/1890,1382800,0,8780.7
Burrendong,01/07/1890,1384700,0,9052.7
Burrendong,02/07/1890,1387500,0,8357.6
Burrendong,03/07/1890,1390600,0,10092
Burrendong,04/07/1890,1393200,0,10638
Burrendong,05/07/1890,1395700,0,9921
Burrendong,06/07/1890,1397000,0,7931.7
Burrendong,07/07/1890,1399600,0,5870
Burrendong,08/07/1890,1403600,0,7315
Burrendong,09/07/1890,1420700,0,19737
Burrendong,10/07/1890,1423700,0,39906
Burrendong,11/07/1890,1426200,0,19894
Burrendong,12/07/1890,1428200,0,13273
Burrendong,13/07/1890,1429800,0,9447.3
Burrendong,14/07/1890,1431100,0,7305.2
Burrendong,15/07/1890,1432200,0,5979.1
Burrendong,16/07/1890,1433200,0,4967.3
Burrendong,17/07/1890,1434000,0,4243.9
Burrendong,18/07/1890,1434700,0,3671.3
Burrendong,19/07/1890,1435200,0,3650.4
Burrendong,20/07/1890,1435000,0,3617.2
Burrendong,21/07/1890,1435100,0,3135
Burrendong,22/07/1890,1435100,0,3417.3
Burrendong,23/07/1890,1435000,0,3344.5
Burrendong,24/07/1890,1435000,0,3110.1
Burrendong,25/07/1890,1435000,0,3176
Burrendong,26/07/1890,1435100,0,2930.5
Burrendong,27/07/1890,1435000,0,2916.4
Burrendong,28/07/1890,1435000,0,2685.5
Burrendong,29/07/1890,1435100,0,2286.4
Burrendong,30/07/1890,1435500,0,2310.7
Burrendong,31/07/1890,1436000,0,1958.9
Burrendong,01/08/1890,1439600,0,7199.9
Burrendong,02/08/1890,1441700,0,16115
Burrendong,03/08/1890,1440000,0,20852
Burrendong,04/08/1890,1439600,0,14724
Burrendong,05/08/1890,1438700,0,13579
Burrendong,06/08/1890,1437700,0,10523
Burrendong,07/08/1890,1438700,0,9105.1
Burrendong,08/08/1890,1438300,0,11640
Burrendong,09/08/1890,1437600,0,10250
Burrendong,10/08/1890,1437100,0,8396.4
Burrendong,11/08/1890,1436600,0,7386.1
Burrendong,12/08/1890,1436500,0,6352
Burrendong,13/08/1890,1436100,0,5466.5
Burrendong,14/08/1890,1435800,0,4802.7
Burrendong,15/08/1890,1435500,0,4334.1
Burrendong,16/08/1890,1435300,0,4090.3
Burrendong,17/08/1890,1435100,0,4221.4
Burrendong,18/08/1890,1435000,0,3845.1
Burrendong,19/08/1890,1435100,0,3234.9
Burrendong,20/08/1890,1435000,0,3109.2
Burrendong,21/08/1890,1435000,0,2664.5
Burrendong,22/08/1890,1435000,0,2431.1
Burrendong,23/08/1890,1435100,0,2225
Burrendong,24/08/1890,1435000,0,2050.4
Burrendong,25/08/1890,1435000,0,1902.7
Burrendong,26/08/1890,1435000,0,1778.5
Burrendong,27/08/1890,1435000,0,1669.9
Burrendong,28/08/1890,1435000,0,1481.7
Burrendong,29/08/1890,1435000,0,1493.8
Burrendong,30/08/1890,1435000,0,1336.1
Burrendong,31/08/1890,1435000,0,1359.6
Burrendong,01/09/1890,1433500,1542.2,1153.4
Burrendong,02/09/1890,1433100,530.09,1111.01
Burrendong,03/09/1890,1433200,1.14,1073.2611
Burrendong,04/09/1890,1433200,1.14,1036.7611
Burrendong,05/09/1890,1435200,1.14,1003.1611
Burrendong,06/09/1890,1435700,1.14,1237.3611
Burrendong,07/09/1890,1435500,1.14,1210.8611
Burrendong,08/09/1890,1435500,1.14,2220.0611
Burrendong,09/09/1890,1435100,1.14,1527.6611
Burrendong,10/09/1890,1435000,1.13,1113.6611
Burrendong,11/09/1890,1435000,1.14,990.3711
Burrendong,12/09/1890,1435300,1.14,1058.2611
Burrendong,13/09/1890,1435100,1.14,1074.2611
Burrendong,14/09/1890,1430800,4215.9,875.7
Burrendong,15/09/1890,1426500,4351,794.8
Burrendong,16/09/1890,1422100,4464.8,876.9
Burrendong,17/09/1890,1417700,4526.7,1075.8
Burrendong,18/09/1890,1413100,4577.9,947.8
Burrendong,19/09/1890,1408500,4616.6,871.9
Burrendong,20/09/1890,1403900,4647.3,810.1
Burrendong,21/09/1890,1400800,4578.4,708.5
Burrendong,22/09/1890,1400400,2885.8,3190.7
Burrendong,23/09/1890,1401700,0,6313.8
Burrendong,24/09/1890,1402300,0,5087.4
Burrendong,25/09/1890,1402700,0,3566.1
Burrendong,26/09/1890,1402100,918.4,2632
Burrendong,27/09/1890,1400300,2723.9,1991.3
Burrendong,28/09/1890,1398000,3613.9,2320.6
Burrendong,29/09/1890,1396300,4069.2,5461.3
Burrendong,30/09/1890,1393400,4300.1,7529.9
Burrendong,01/10/1890,1390100,4270.2,5921.8
Burrendong,02/10/1890,1387000,4520,6114
Burrendong,03/10/1890,1383200,4464,6217
Burrendong,04/10/1890,1379200,4603,4777.7
Burrendong,05/10/1890,1374900,4727.7,4336.7
Burrendong,06/10/1890,1370400,4803.7,3591.2
Burrendong,07/10/1890,1366300,4838.1,2982.9
Burrendong,08/10/1890,1361100,5330.8,2504.9
Burrendong,09/10/1890,1355400,5629.6,2163.1
Burrendong,10/10/1890,1348900,6471.6,1901.8
Burrendong,11/10/1890,1342200,6637.3,1688.5
Burrendong,12/10/1890,1335600,6432.8,1514.4
Burrendong,13/10/1890,1329000,6408.9,1383.4
Burrendong,14/10/1890,1322400,6458,1266.6
Burrendong,15/10/1890,1315600,6678.8,1108
Burrendong,16/10/1890,1309500,6688.1,1526.8
Burrendong,17/10/1890,1303100,6697.1,2627.6
Burrendong,18/10/1890,1296400,6706.2,2108.8
Burrendong,19/10/1890,1289700,6712.2,1617.6
Burrendong,20/10/1890,1283400,6700.4,1371.9
Burrendong,21/10/1890,1278700,6502.6,2137.8
Burrendong,22/10/1890,1299100,6556.7,17623.3
Burrendong,23/10/1890,1296000,5414.3,51248.7
Burrendong,24/10/1890,1291700,6365.2,12985.8
Burrendong,25/10/1890,1287600,6110.3,9779.7
Burrendong,26/10/1890,1283000,6218.4,7962.6
Burrendong,27/10/1890,1278000,6272,6336
Burrendong,28/10/1890,1272700,6203.3,5179.7
Burrendong,29/10/1890,1272600,795.97,4339.83
Burrendong,30/10/1890,1272500,760.44,3720.16
Burrendong,31/10/1890,1271900,1087.4,3251.6
Burrendong,01/11/1890,1268600,3622.8,2876.5
Burrendong,02/11/1890,1264600,4310.9,2564.6
Burrendong,03/11/1890,1259400,5495.3,2318.5
Burrendong,04/11/1890,1253600,5910.7,2117.7
Burrendong,05/11/1890,1247800,6007.4,1955.1
Burrendong,06/11/1890,1241800,6034.7,1813.5
Burrendong,07/11/1890,1239200,3184,1694.8
Burrendong,08/11/1890,1236900,2369.5,1593.1
Burrendong,09/11/1890,1234500,2413.5,1502.1
Burrendong,10/11/1890,1232000,2461.8,1424.7
Burrendong,11/11/1890,1229500,2491.9,1357.5
Burrendong,12/11/1890,1226900,2495.8,1291.4
Burrendong,13/11/1890,1226600,2493.6,1233.5
Burrendong,14/11/1890,1224300,2482.7,1186.3
Burrendong,15/11/1890,1222000,2247.9,1185.5
Burrendong,16/11/1890,1219500,2415.3,1167.8
Burrendong,17/11/1890,1216900,2511.5,1118
Burrendong,18/11/1890,1214300,2528,1068.7
Burrendong,19/11/1890,1212200,2511,1023.1
Burrendong,20/11/1890,1209200,2803.4,992.3
Burrendong,21/11/1890,1206300,2807,978.4
Burrendong,22/11/1890,1203300,2821.9,953.2
Burrendong,23/11/1890,1200200,2968.3,921.3
Burrendong,24/11/1890,1197000,3415.7,882.8
Burrendong,25/11/1890,1193100,3645.1,856.2
Burrendong,26/11/1890,1189100,3886.1,833.6
Burrendong,27/11/1890,1185300,4224.7,205.1
Burrendong,28/11/1890,1181700,4159.1,0
Burrendong,29/11/1890,1177700,4576.2,0
Burrendong,30/11/1890,1173500,4655.1,0
Burrendong,01/12/1890,1168800,5038.8,0
Burrendong,02/12/1890,1163900,5190.1,0
Burrendong,03/12/1890,1158900,5254.3,0
Burrendong,04/12/1890,1153900,5251.1,0
Burrendong,05/12/1890,1148800,5257.4,0
Burrendong,06/12/1890,1144600,4360.8,0
Burrendong,07/12/1890,1140800,4542.5,0
Burrendong,08/12/1890,1136400,4539.6,0
Burrendong,09/12/1890,1132000,4556.3,0
Burrendong,10/12/1890,1127500,4586.9,0
Burrendong,11/12/1890,1122800,4771.1,0
Burrendong,12/12/1890,1118000,4798.5,0
Burrendong,13/12/1890,1112900,5159.7,0
Burrendong,14/12/1890,1107600,5293.5,0
Burrendong,15/12/1890,1101800,5716.7,0
Burrendong,16/12/1890,1096100,5736,0
Burrendong,17/12/1890,1090300,5738,0
Burrendong,18/12/1890,1084500,5736.1,0
Burrendong,19/12/1890,1078700,5741.6,0
Burrendong,20/12/1890,1072900,5742.5,0
Burrendong,21/12/1890,1067900,5733.8,0
Burrendong,22/12/1890,1062900,5718.8,0
Burrendong,23/12/1890,1057100,5745.8,0
Burrendong,24/12/1890,1051200,5797.4,0
Burrendong,25/12/1890,1045000,6170.2,0
Burrendong,26/12/1890,1038500,6356.1,0
Burrendong,27/12/1890,1032000,6358.8,0
Burrendong,28/12/1890,1025700,6512.8,0
Burrendong,29/12/1890,1018900,6578.5,0
Burrendong,30/12/1890,1011700,7109,0
Burrendong,31/12/1890,1004300,7161.3,0
Burrendong,01/01/1891,996900,7172.6,0
Burrendong,02/01/1891,989440,7177.5,0
Burrendong,03/01/1891,982040,7110.9,0
Burrendong,04/01/1891,974620,7117.7,0
Burrendong,05/01/1891,968770,6827.7,0
Burrendong,06/01/1891,962280,6814.4,0
Burrendong,07/01/1891,958270,4555.9,0
Burrendong,08/01/1891,952940,6179.9,0
Burrendong,09/01/1891,947320,6252.9,0
Burrendong,10/01/1891,941470,6331.7,0
Burrendong,11/01/1891,935550,6430.9,0
Burrendong,12/01/1891,929550,6487.7,0
Burrendong,13/01/1891,923350,6562.9,0
Burrendong,14/01/1891,917040,6596.2,0
Burrendong,15/01/1891,910570,6652,0
Burrendong,16/01/1891,904760,6671.8,0
Burrendong,17/01/1891,900550,6522.8,0
Burrendong,18/01/1891,939150,1670.2,0
Burrendong,19/01/1891,984030,7.61,0
Burrendong,20/01/1891,992600,37.46,0
Burrendong,21/01/1891,997740,326.53,0
Burrendong,22/01/1891,996990,3784.3,0
Burrendong,23/01/1891,994770,4347.7,0
Burrendong,24/01/1891,992480,3866.3,0
Burrendong,25/01/1891,988870,4807.1,0
Burrendong,26/01/1891,984860,4943.5,0
Burrendong,27/01/1891,979970,5634.5,0
Burrendong,28/01/1891,975300,5250.1,0
Burrendong,29/01/1891,970810,4965.4,0
Burrendong,30/01/1891,967830,3375.9,0
Burrendong,31/01/1891,965120,3004.6,0
Burrendong,01/02/1891,962790,2662.5,0
Burrendong,02/02/1891,959800,3279.4,0
Burrendong,03/02/1891,955190,4844.4,0
Burrendong,04/02/1891,950350,5040.2,0
Burrendong,05/02/1891,945380,5102.5,0
Burrendong,06/02/1891,940740,4751.1,0
Burrendong,07/02/1891,936030,4775.8,0
Burrendong,08/02/1891,931300,4756.5,0
Burrendong,09/02/1891,926500,4802.2,0
Burrendong,10/02/1891,921660,4828.2,0
Burrendong,11/02/1891,916930,4699.6,0
Burrendong,12/02/1891,912270,4625.8,0
Burrendong,13/02/1891,907560,4692.9,0
Burrendong,14/02/1891,903000,4525,0
Burrendong,15/02/1891,898730,4213.9,0
Burrendong,16/02/1891,894320,4322,0
Burrendong,17/02/1891,889790,4418.2,0
Burrendong,18/02/1891,885180,4489.2,0
Burrendong,19/02/1891,880430,4600.1,0
Burrendong,20/02/1891,875910,4369.5,0
Burrendong,21/02/1891,871430,4295.5,0
Burrendong,22/02/1891,868520,3731.7,0
Burrendong,23/02/1891,865920,3241.5,0
Burrendong,24/02/1891,862980,3180.6,0
Burrendong,25/02/1891,860400,2774,0
Burrendong,26/02/1891,857840,2681.2,0
Burrendong,27/02/1891,856260,1619,0
Burrendong,28/02/1891,854660,1564.2,0
Burrendong,01/03/1891,854570,1550.7,0
Burrendong,02/03/1891,853440,1525.7,0
Burrendong,03/03/1891,852760,868.71,0
Burrendong,04/03/1891,852050,885.57,0
Burrendong,05/03/1891,851430,850.78,0
Burrendong,06/03/1891,850660,873.97,0
Burrendong,07/03/1891,849800,891.53,0
Burrendong,08/03/1891,848900,900.43,0
Burrendong,09/03/1891,847950,917.22,0
Burrendong,10/03/1891,846950,937.04,0
Burrendong,11/03/1891,845900,989.33,0
Burrendong,12/03/1891,844810,996.25,0
Burrendong,13/03/1891,843700,1009.5,0
Burrendong,14/03/1891,842570,1020.1,0
Burrendong,15/03/1891,841450,1000.6,0
Burrendong,16/03/1891,840250,1066.5,0
Burrendong,17/03/1891,838750,1349.9,0
Burrendong,18/03/1891,837250,1348.7,0
Burrendong,19/03/1891,835740,1353.5,0
Burrendong,20/03/1891,834220,1354.4,0
Burrendong,21/03/1891,832680,1361,0
Burrendong,22/03/1891,831140,1357.2,0
Burrendong,23/03/1891,829600,1363.2,0
Burrendong,24/03/1891,828050,1344.8,0
Burrendong,25/03/1891,827100,747.41,0
Burrendong,26/03/1891,826120,784.72,0
Burrendong,27/03/1891,825080,826.04,0
Burrendong,28/03/1891,824220,641.64,0
Burrendong,29/03/1891,823600,605.38,0
Burrendong,30/03/1891,824330,388.53,0
Burrendong,31/03/1891,824380,431.61,0
Burrendong,01/04/1891,824000,278.84,0
Burrendong,02/04/1891,823610,308.41,0
Burrendong,03/04/1891,823080,431.85,0
Burrendong,04/04/1891,822350,616.93,0
Burrendong,05/04/1891,821380,839.37,0
Burrendong,06/04/1891,820400,840.81,0
Burrendong,07/04/1891,819430,841.04,0
Burrendong,08/04/1891,818440,844.78,0
Burrendong,09/04/1891,817460,834.97,0
Burrendong,10/04/1891,816480,844.04,0
Burrendong,11/04/1891,815340,983.75,0
Burrendong,12/04/1891,814030,1159.5,0
Burrendong,13/04/1891,812690,1187.1,0
Burrendong,14/04/1891,811370,1161.4,0
Burrendong,15/04/1891,810990,1149.6,0
Burrendong,16/04/1891,809850,1129.4,0
Burrendong,17/04/1891,809030,1136.8,0
Burrendong,18/04/1891,808170,1143.1,0
Burrendong,19/04/1891,807360,1146.8,0
Burrendong,20/04/1891,807120,1136.2,0
Burrendong,21/04/1891,810450,437.12,0
Burrendong,22/04/1891,812040,3278.7,0
Burrendong,23/04/1891,810650,4846.8,0
Burrendong,24/04/1891,808750,4090.1,0
Burrendong,25/04/1891,807180,2916.1,0
Burrendong,26/04/1891,806030,2162.8,0
Burrendong,27/04/1891,805160,1710.8,0
Burrendong,28/04/1891,804260,1564.4,0
Burrendong,29/04/1891,803480,1350.4,0
Burrendong,30/04/1891,802680,1274.2,0
Burrendong,01/05/1891,801950,1204,0
Burrendong,02/05/1891,801170,1207,0
Burrendong,03/05/1891,800950,591.56,0
Burrendong,04/05/1891,800670,613.83,0
Burrendong,05/05/1891,800330,630.65,0
Burrendong,06/05/1891,800170,641.47,0
Burrendong,07/05/1891,800670,651.49,0
Burrendong,08/05/1891,800270,628.2,0
Burrendong,09/05/1891,799860,601.6,0
Burrendong,10/05/1891,799460,614.41,0
Burrendong,11/05/1891,799020,618.5,0
Burrendong,12/05/1891,798540,653.35,0
Burrendong,13/05/1891,798000,681.99,0
Burrendong,14/05/1891,797440,689.61,0
Burrendong,15/05/1891,796880,676.26,0
Burrendong,16/05/1891,796310,681.39,0
Burrendong,17/05/1891,795710,683.47,0
Burrendong,18/05/1891,795100,686.09,0
Burrendong,19/05/1891,794480,688.95,0
Burrendong,20/05/1891,793850,690.01,0
Burrendong,21/05/1891,793210,691,0
Burrendong,22/05/1891,792550,694.48,0
Burrendong,23/05/1891,791890,694.75,0
Burrendong,24/05/1891,791300,603.74,0
Burrendong,25/05/1891,790710,607.94,0
Burrendong,26/05/1891,790140,579.61,0
Burrendong,27/05/1891,789560,579.46,0
Burrendong,28/05/1891,789110,463.22,0
Burrendong,29/05/1891,788640,452.54,0
Burrendong,30/05/1891,788230,384.67,0
Burrendong,31/05/1891,791980,350.59,0
Burrendong,01/06/1891,810020,0,0
Burrendong,02/06/1891,833430,0,0
Burrendong,03/06/1891,850540,0,0
Burrendong,04/06/1891,856010,0,0
Burrendong,05/06/1891,859350,0,0
Burrendong,06/06/1891,861780,0,0
Burrendong,07/06/1891,863620,0,0
Burrendong,08/06/1891,865080,0,0
Burrendong,09/06/1891,866300,0,0
Burrendong,10/06/1891,867260,0,0
Burrendong,11/06/1891,886510,0,0
Burrendong,12/06/1891,907810,0,0
Burrendong,13/06/1891,927570,0,0
Burrendong,14/06/1891,937820,0,0
Burrendong,15/06/1891,949870,0,0
Burrendong,16/06/1891,961010,0,0
Burrendong,17/06/1891,969260,0,0
Burrendong,18/06/1891,975230,0,0
Burrendong,19/06/1891,979310,0,0
Burrendong,20/06/1891,982520,0,0
Burrendong,21/06/1891,984910,0,0
Burrendong,22/06/1891,994560,0,0
Burrendong,23/06/1891,1006300,0,0
Burrendong,24/06/1891,1016600,0,0
Burrendong,25/06/1891,1024400,0,0
Burrendong,26/06/1891,1049200,0,0
Burrendong,27/06/1891,1073300,0,0
Burrendong,28/06/1891,1084300,0,0
Burrendong,29/06/1891,1094200,0,0
Burrendong,30/06/1891,1102600,0,0
Burrendong,01/07/1891,1111600,0,0
Burrendong,02/07/1891,1121300,0,0
Burrendong,03/07/1891,1130400,0,0
Burrendong,04/07/1891,1137600,0,0
Burrendong,05/07/1891,1143600,0,0
Burrendong,06/07/1891,1149200,0,0
Burrendong,07/07/1891,1154700,0,0
Burrendong,08/07/1891,1160000,0,0
Burrendong,09/07/1891,1164800,0,0
Burrendong,10/07/1891,1171900,0,0
Burrendong,11/07/1891,1202300,0,9077.7
Burrendong,12/07/1891,1208500,0,45923
Burrendong,13/07/1891,1215800,0,25008
Burrendong,14/07/1891,1222600,0,24659
Burrendong,15/07/1891,1226600,0,18624
Burrendong,16/07/1891,1230500,0,14097
Burrendong,17/07/1891,1234100,0,12062
Burrendong,18/07/1891,1236600,0,9994.1
Burrendong,19/07/1891,1238800,0,8043.5
Burrendong,20/07/1891,1240400,0,6855
Burrendong,21/07/1891,1241700,0,5463.3
Burrendong,22/07/1891,1243000,0,4622.3
Burrendong,23/07/1891,1244100,0,4021.3
Burrendong,24/07/1891,1245100,0,3559.9
Burrendong,25/07/1891,1245900,0,3185.2
Burrendong,26/07/1891,1247000,0,3041.2
Burrendong,27/07/1891,1248000,0,3415.4
Burrendong,28/07/1891,1249700,0,3840.4
Burrendong,29/07/1891,1251500,0,5016.8
Burrendong,30/07/1891,1252900,0,5047.9
Burrendong,31/07/1891,1254000,0,4403.3
Burrendong,01/08/1891,1254600,0,3689.5
Burrendong,02/08/1891,1258200,0,4046.4
Burrendong,03/08/1891,1264000,0,9918.3
Burrendong,04/08/1891,1269600,0,13233
Burrendong,05/08/1891,1272700,0,15334
Burrendong,06/08/1891,1274900,0,10356
Burrendong,07/08/1891,1276900,0,7910
Burrendong,08/08/1891,1278500,0,6716.8
Burrendong,09/08/1891,1280200,0,5859.3
Burrendong,10/08/1891,1282800,0,5583.1
Burrendong,11/08/1891,1285200,0,6201.8
Burrendong,12/08/1891,1289100,0,8318.7
Burrendong,13/08/1891,1292900,0,11062
Burrendong,14/08/1891,1295500,0,11081
Burrendong,15/08/1891,1297400,0,8510.1
Burrendong,16/08/1891,1298900,0,6585.5
Burrendong,17/08/1891,1300500,0,5449
Burrendong,18/08/1891,1301600,0,4657.9
Burrendong,19/08/1891,1302600,0,4093.4
Burrendong,20/08/1891,1303600,0,3793.3
Burrendong,21/08/1891,1304500,0,3567.4
Burrendong,22/08/1891,1305300,0,3385.5
