valley_name,day,ONA_TWS,ONA_HS,ONA_GS,GS_OFA,FPH,annual_total_flow,annual_regulated_flow
Macquarie,22/01/1894,76.558,52.364,5937.3,0,0,6641,6651.2
Macquarie,23/01/1894,76.558,52.364,5937.3,0,0,6637,6651.1
Macquarie,24/01/1894,76.558,35.332,4434.6,0,0,6595,6651.2
Macquarie,25/01/1894,76.558,11.495,818.15,0,0,6478.1,6467.2
Macquarie,26/01/1894,76.559,15.693,1465.6,0,0,6403.1,6438.5
Macquarie,27/01/1894,76.558,35.715,3256.3,0,0,6036.9,6012.6
Macquarie,28/01/1894,76.558,21.758,1304,0,0,5649,5464.8
Macquarie,29/01/1894,76.558,38.675,2496.5,0,0,5511,5507.7
Macquarie,30/01/1894,76.558,41.218,3671.1,0,0,5445.1,5463.3
Macquarie,31/01/1894,76.559,41.535,3952.6,0,0,5002,5204.5
Macquarie,01/02/1894,72.231,37.064,3381.9,0,0,4361.5,4305.5
Macquarie,02/02/1894,72.251,37.014,3470,0,0,4271.8,4272.2
Macquarie,03/02/1894,72.25,36.907,3585.8,0,0,4280.8,4260.4
Macquarie,04/02/1894,72.25,37.412,3613.2,0,0,4345.8,4342.7
Macquarie,05/02/1894,72.251,37.419,3621.4,0,0,4378.9,4377.3
Macquarie,06/02/1894,72.25,37.419,3621.3,0,0,4388.9,4394.6
Macquarie,07/02/1894,72.251,33.402,3341.9,0,0,4423.4,4397.5
Macquarie,08/02/1894,72.25,13.823,1070.6,0,0,4461,4397.5
Macquarie,09/02/1894,72.25,16.639,1914.2,0,0,4429.2,4389.3
Macquarie,10/02/1894,72.251,29.428,2089.2,0,0,4289.4,4287.3
Macquarie,11/02/1894,72.25,17.301,2038.4,0,0,4183.5,4135
Macquarie,12/02/1894,72.251,2.8491,21.73,0,0,4298.8,4285.2
Macquarie,13/02/1894,72.25,15.432,1185.6,0,0,4305,4247.4
Macquarie,14/02/1894,72.25,18.826,3008.4,0,0,4316,4209.1
Macquarie,15/02/1894,72.251,34.38,3032.8,0,0,4248.3,4209
Macquarie,16/02/1894,72.25,37.739,3156.9,0,0,4231.8,4209.8
Macquarie,17/02/1894,72.251,37.412,3533.2,0,0,4248.2,4281.3
Macquarie,18/02/1894,72.25,37.412,3576.7,0,0,4279.4,4305.2
Macquarie,19/02/1894,72.25,37.455,3596,0,0,4298.6,4319
Macquarie,20/02/1894,72.251,37.455,3610.7,0,0,4322.2,4328.3
Macquarie,21/02/1894,72.25,37.481,3615,0,0,4258.6,4334.8
Macquarie,22/02/1894,72.251,37.481,3615.4,0,0,4048.8,4044.5
Macquarie,23/02/1894,72.25,37.481,3615.4,0,0,3885.7,3993.2
Macquarie,24/02/1894,72.25,37.481,3652.2,0,0,3485.8,3519.2
Macquarie,25/02/1894,72.251,37.481,3652.3,0,0,3230.4,3208
Macquarie,26/02/1894,72.25,37.481,3653.2,0,0,3125.7,3208.1
Macquarie,27/02/1894,72.251,37.808,3659.1,0,0,2837,2843.5
Macquarie,28/02/1894,72.25,37.595,3634.2,0,0,2505.9,2698.1
Macquarie,01/03/1894,60.357,0.4914,4.55,0,0,1856.8,1753.9
Macquarie,02/03/1894,60.356,0,0.5,0,0,1766.2,1753.9
Macquarie,03/03/1894,60.357,8.1179,0.71,0,0,1572.7,1671.3
Macquarie,04/03/1894,60.357,12.942,4.46,0,0,1067.6,961.3
Macquarie,05/03/1894,60.357,14.323,14.38,0,0,974.1,971.3
Macquarie,06/03/1894,60.356,13.159,305.06,0,0,971.1,971.3
Macquarie,07/03/1894,60.357,15.32,401.91,0,0,975.7,971.4
Macquarie,08/03/1894,60.357,19.598,397.93,0,0,975.3,964.7
Macquarie,09/03/1894,60.356,18.632,56.6,0,0,972.9,961.5
Macquarie,10/03/1894,60.357,20.613,400.71,0,0,990.6,983.8
Macquarie,11/03/1894,60.357,12.827,401.2,0,0,1015.1,1024.1
Macquarie,12/03/1894,60.357,2.2894,0.5,0,0,1036.7,992.5
Macquarie,13/03/1894,60.356,0.2002,0.5,0,0,1145.2,1169.6
Macquarie,14/03/1894,60.357,5.8866,0.5,0,0,1028.6,1006.7
Macquarie,15/03/1894,60.357,12.89,1.19,0,0,963.6,950.4
Macquarie,16/03/1894,60.356,13.389,3.24,0,0,957.8,960.4
Macquarie,17/03/1894,60.357,13.662,10.09,0,0,939.5,939.2
Macquarie,18/03/1894,60.357,13.662,339.63,0,0,939.3,939.2
Macquarie,19/03/1894,60.356,1.1718,177.52,0,0,941.5,939.2
Macquarie,20/03/1894,60.357,0,0.5,0,0,2693.4,945.7
Macquarie,21/03/1894,60.357,0,0.5,0,0,4521.5,939.4
Macquarie,22/03/1894,60.357,0,0.5,0,0,6434.8,929.1
Macquarie,23/03/1894,60.356,0.1838,0.51,0,0,5547,935.6
Macquarie,24/03/1894,57.845,0.5422,0.5,0,0,3131.2,929.2
Macquarie,25/03/1894,60.357,0,0.5,0,0,7837.5,460.4
Macquarie,26/03/1894,60.357,0,0.5,0,0,14313,364.5
Macquarie,27/03/1894,60.356,0,0.51,2462.6,0,15506,362
Macquarie,28/03/1894,60.357,2.64E-02,0.5,2889,0,9602.7,360.3
Macquarie,29/03/1894,60.357,0.1851,0,629.98,0,5768.1,364
Macquarie,30/03/1894,60.357,0.6297,0.5,748.25,0,3897.2,307.4
Macquarie,31/03/1894,60.356,4.7086,0.5,216.29,0,3179.7,307.3
Macquarie,01/04/1894,44.768,5.304,0,591.21,0,2694.8,307.9
Macquarie,02/04/1894,44.767,3.4268,0,22.46,0,2308.8,307.6
Macquarie,03/04/1894,44.767,3.4267,0,0,0,2022.7,300
Macquarie,04/04/1894,44.767,4.6406,0,0,0,1760.2,296
Macquarie,05/04/1894,44.768,4.904,0,0,0,1551.8,296.3
Macquarie,06/04/1894,44.767,5.0473,3.00E-02,0,0,1374,299.6
Macquarie,07/04/1894,44.767,5.1753,0,0,0,1226.7,300
Macquarie,08/04/1894,44.768,5.3296,0.1,0,0,1109.2,299.7
Macquarie,09/04/1894,44.767,5.4456,0,0,0,1007.9,367
Macquarie,10/04/1894,44.767,4.3732,0.1,0,0,927.9,437.7
Macquarie,11/04/1894,44.768,5.4938,0,0,0,858.4,438.3
Macquarie,12/04/1894,44.767,4.4655,9.00E-02,0,0,797.4,751.4
Macquarie,13/04/1894,44.767,5.2861,0,0,0,746.6,820.2
Macquarie,14/04/1894,44.767,5.743,10.97,0,0,726.7,821.2
Macquarie,15/04/1894,44.768,10.472,79.89,0,0,733.8,821.7
Macquarie,16/04/1894,44.767,10.393,102.8,0,0,716,787.8
Macquarie,17/04/1894,44.767,10.283,107.27,0,0,718,790.7
Macquarie,18/04/1894,44.768,0.3177,0,0,0,713,790.1
Macquarie,19/04/1894,44.767,0,0,0,0,996.5,790.7
Macquarie,20/04/1894,44.767,0,0,0,0,9957.7,790.3
Macquarie,21/04/1894,44.768,0,0,0,0,11221,467.4
Macquarie,22/04/1894,44.767,0,0,1335.5,0,9282.9,291.5
Macquarie,23/04/1894,44.767,0,0,324,0,4173.4,295.2
Macquarie,24/04/1894,44.768,0,0,279.75,0,2295.8,295.2
Macquarie,25/04/1894,44.767,0,0,113.85,0,1909.1,282.5
Macquarie,26/04/1894,44.767,0,0,20.3,0,1687.3,282.4
Macquarie,27/04/1894,44.767,0,0,32.79,0,1506.4,282.5
Macquarie,28/04/1894,44.768,0,4.00E-02,0,0,1352.2,282.4
Macquarie,29/04/1894,44.767,0,0,0,0,1230.7,261.1
Macquarie,30/04/1894,44.767,2.0944,0.11,0,0,1124.8,262.7
Macquarie,01/05/1894,33.127,3.6174,0,0,0,1032.4,262.6
Macquarie,02/05/1894,33.128,3.6174,0,0,0,954.4,262.7
Macquarie,03/05/1894,33.127,5.1072,0,0,0,882.3,259.4
Macquarie,04/05/1894,33.127,5.3609,0,0,0,815.4,259.3
Macquarie,05/05/1894,33.127,5.2835,0,0,0,759.6,259.4
Macquarie,06/05/1894,33.127,5.2835,0,0,0,712.4,259.3
Macquarie,07/05/1894,33.127,5.2835,0,0,0,664.5,259.4
Macquarie,08/05/1894,33.127,5.3056,0,0,0,623.5,277.2
Macquarie,09/05/1894,33.127,5.3055,0,0,0,586.2,280.1
Macquarie,10/05/1894,33.127,5.3056,0,0,0,555.6,446.3
Macquarie,11/05/1894,33.127,5.5811,0,0,0,525.3,460.1
Macquarie,12/05/1894,33.128,5.5811,67.07,0,0,498.3,460
Macquarie,13/05/1894,33.127,5.5811,72.29,0,0,471.6,460
Macquarie,14/05/1894,33.127,5.5809,72.39,0,0,452.9,453
Macquarie,15/05/1894,33.127,5.8705,72.39,0,0,437.1,470.9
Macquarie,16/05/1894,33.127,5.9439,70.88,0,0,435.7,483.7
Macquarie,17/05/1894,33.127,5.9441,72.24,0,0,431.1,459.4
Macquarie,18/05/1894,33.127,3.625,0,0,0,675.4,459.3
Macquarie,19/05/1894,33.127,0,25.39,0,0,3210.7,459.4
Macquarie,20/05/1894,33.127,2.9453,72.23,0,0,6428.7,456.3
Macquarie,21/05/1894,33.128,3.625,72.64,0,0,6704.8,429
Macquarie,22/05/1894,33.127,3.6248,82.21,0,0,4225.6,430.8
Macquarie,23/05/1894,33.127,3.6251,77.15,0,0,2608.9,430.2
Macquarie,24/05/1894,33.127,3.7775,77.42,0,0,1859.3,432.1
Macquarie,25/05/1894,33.127,4.2986,76.08,0,0,1525.7,432
Macquarie,26/05/1894,33.127,5.3418,75.22,0,0,1315.6,362.4
Macquarie,27/05/1894,33.127,5.289,75.22,0,0,1152.2,362.3
Macquarie,28/05/1894,33.127,5.0134,80.03,0,0,1030.7,341.8
Macquarie,29/05/1894,33.127,5.0134,80.03,0,0,930.7,341.8
Macquarie,30/05/1894,33.127,5.0135,80.03,0,0,846.6,223.1
Macquarie,31/05/1894,33.128,5.0134,80.03,0,0,773.5,223.1
Macquarie,01/06/1894,30.156,0,42.55,0,0,723.7,223
Macquarie,02/06/1894,30.156,0,50.28,0,0,908.9,223.1
Macquarie,03/06/1894,30.157,0.7431,50.93,0,0,1392.6,218.4
Macquarie,04/06/1894,30.156,2.0765,50.93,0,0,997.2,212.5
Macquarie,05/06/1894,30.157,2.0766,49.41,0,0,775.4,212.5
Macquarie,06/06/1894,30.156,2.0683,46.11,0,0,2265.4,212.5
Macquarie,07/06/1894,30.156,2.3519,46.12,0,0,5338.5,211.5
Macquarie,08/06/1894,30.157,2.3302,44.78,0,0,6229.6,211.6
Macquarie,09/06/1894,30.156,2.3774,44.92,0,0,2605,220.1
Macquarie,10/06/1894,30.157,2.3301,43.93,0,0,1540.3,223.1
Macquarie,11/06/1894,30.156,2.0545,49.69,0,0,1242.6,224
Macquarie,12/06/1894,30.156,2.0545,50.68,0,0,1083.1,223.9
Macquarie,13/06/1894,30.157,2.0545,50.68,0,0,968.5,224
Macquarie,14/06/1894,30.156,2.7812,51.91,0,0,880.9,224
Macquarie,15/06/1894,30.157,3.4388,53.33,0,0,805.8,223.9
Macquarie,16/06/1894,30.156,3.3808,53.74,0,0,742.6,224
Macquarie,17/06/1894,30.156,3.4365,53.73,0,0,687,223.9
Macquarie,18/06/1894,30.157,3.8163,53.74,0,0,637.5,224
Macquarie,19/06/1894,30.156,3.8163,53.73,0,0,592.6,223.9
Macquarie,20/06/1894,30.157,3.8165,53.74,0,0,555.6,224
Macquarie,21/06/1894,30.156,3.8163,53.73,0,0,519,223.9
Macquarie,22/06/1894,30.156,3.6258,53.74,0,0,557.6,245.8
Macquarie,23/06/1894,30.157,0.963,53.73,0,0,797.3,1009.9
Macquarie,24/06/1894,30.156,0,0,0,0,2698.2,225.3
Macquarie,25/06/1894,30.157,0,2.43,0,0,2951.6,307.5
Macquarie,26/06/1894,30.156,0,30.03,0,0,3110.7,242.5
Macquarie,27/06/1894,30.156,0,608.37,0,0,3390.1,202.2
Macquarie,28/06/1894,30.157,0,312.1,0,0,3418.2,202.2
Macquarie,29/06/1894,30.156,0,160.24,0,0,2686.7,169.7
Macquarie,30/06/1894,30.157,0,160.23,0,0,1550.8,170.7
Macquarie,01/07/1894,28.81,0,6.81,0,0,1140.2,208.2
Macquarie,02/07/1894,28.811,0,6.8,0,0,1203.3,217.6
Macquarie,03/07/1894,28.811,0.8627,37.58,0,0,2102.2,215.7
Macquarie,04/07/1894,28.81,0.8992,35.34,0,0,1853.2,206.2
Macquarie,05/07/1894,28.811,2.6044,32.48,0,0,1572.8,206.3
Macquarie,06/07/1894,28.811,1.9765,32.47,0,0,1378.4,206.2
Macquarie,07/07/1894,28.81,2.0759,32.48,0,0,1224.3,206.2
Macquarie,08/07/1894,28.811,2.0758,32.49,0,0,1100.4,206.2
Macquarie,09/07/1894,28.811,2.2621,32.48,0,0,1006.2,206.3
Macquarie,10/07/1894,28.811,2.1903,32.48,0,0,925.4,206.2
Macquarie,11/07/1894,28.81,2.1905,32.6,0,0,860.5,206.2
Macquarie,12/07/1894,28.811,2.1905,36.82,0,0,803.2,206.3
Macquarie,13/07/1894,28.811,2.1618,36.81,0,0,702.3,206.2
Macquarie,14/07/1894,28.81,2.7709,36.82,0,0,434.5,206.2
Macquarie,15/07/1894,28.811,2.9962,36.81,0,0,343.5,206.2
Macquarie,16/07/1894,28.811,2.0759,35.74,0,0,318.4,206.6
Macquarie,17/07/1894,28.81,2.076,35.73,0,0,331.2,208
Macquarie,18/07/1894,28.811,2.0758,35.74,0,0,1474.6,206.3
Macquarie,19/07/1894,28.811,2.9378,17.98,0,0,5144.6,206.3
Macquarie,20/07/1894,28.811,3.6578,35.73,0,0,7836.7,207
Macquarie,21/07/1894,28.81,3.7046,35.74,0,0,9158.9,206.3
Macquarie,22/07/1894,28.811,3.2856,26.8,75.86,0,7158.5,207.3
Macquarie,23/07/1894,28.811,3.2855,11.14,188.5,0,8262.7,208
Macquarie,24/07/1894,28.81,3.7046,4.34,240.44,0,8888.4,207.8
Macquarie,25/07/1894,28.811,3.643,4.33,130.86,0,9252.9,206.3
Macquarie,26/07/1894,28.811,3.5047,4.34,457.99,0,5107.5,224.8
Macquarie,27/07/1894,28.81,3.6908,4.33,449.44,0,3672.5,224.9
Macquarie,28/07/1894,28.811,3.5047,4.34,482.6,0,3079.1,214.4
Macquarie,29/07/1894,28.811,3.7304,4.33,170.48,0,2594.3,214.6
Macquarie,30/07/1894,28.811,3.2397,4.34,212.48,0,2121.6,251.8
Macquarie,31/07/1894,28.81,3.6908,3.25,0,0,2381.4,240.7
Macquarie,01/08/1894,31.907,5.7585,6.11,0,0,5207,239.8
Macquarie,02/08/1894,31.988,5.7586,6.1,0,0,8036.1,267
Macquarie,03/08/1894,31.988,6.0778,6.11,0,0,5357.8,289.9
Macquarie,04/08/1894,31.987,6.2716,21.78,0,0,3779.4,293.3
Macquarie,05/08/1894,31.988,6.2717,40.74,0,0,3352.5,293.3
Macquarie,06/08/1894,31.988,6.284,40.74,65.18,0,3762.5,293.3
Macquarie,07/08/1894,31.987,6.4854,40.74,47.4,0,3978,293.5
Macquarie,08/08/1894,31.988,6.5461,40.74,0,0,4131.4,294.8
Macquarie,09/08/1894,31.988,6.546,41.15,0,0,4130.8,296.6
Macquarie,10/08/1894,31.987,6.5459,43.48,0,0,3661,296.7
Macquarie,11/08/1894,31.988,6.683,43.48,0,0,3104.8,296.6
Macquarie,12/08/1894,31.988,6.6831,43.48,0,0,2658,296.7
Macquarie,13/08/1894,31.988,6.683,43.48,0,0,2311.4,296.6
Macquarie,14/08/1894,31.987,6.6829,43.48,0,0,2040.2,296.7
Macquarie,15/08/1894,31.988,6.6831,43.48,0,0,1835.8,296.6
Macquarie,16/08/1894,31.988,7.4151,43.49,0,0,1683.1,296.7
Macquarie,17/08/1894,31.987,8.2594,43.48,0,0,1560,333.4
Macquarie,18/08/1894,31.988,8.4597,43.48,0,0,1457.3,333.5
Macquarie,19/08/1894,31.988,8.38,44.6,0,0,1266.3,333.5
Macquarie,20/08/1894,31.987,6.8884,43.48,0,0,867.9,333.4
Macquarie,21/08/1894,31.988,6.8883,43.48,0,0,1122.4,333.5
Macquarie,22/08/1894,31.988,0.2822,0,0,0,1146.2,331.4
Macquarie,23/08/1894,31.988,0.2822,0,0,0,2737.5,331.3
Macquarie,24/08/1894,31.987,0.2822,9.14,0,0,1270.2,332.3
Macquarie,25/08/1894,31.988,0.2822,43.48,0,0,1155.2,317
Macquarie,26/08/1894,31.988,0.2822,43.48,0,0,1186.3,437.8
Macquarie,27/08/1894,31.987,0.2823,41.15,0,0,1122.7,428.7
Macquarie,28/08/1894,31.988,0.2822,41.15,0,0,1212.5,428.8
Macquarie,29/08/1894,31.988,0.2822,41.15,0,0,2694.3,425.5
Macquarie,30/08/1894,31.987,0.2822,40.74,0,0,1466.9,455.6
Macquarie,31/08/1894,31.988,0.2822,0,0,0,1596.9,455.8
Macquarie,01/09/1894,39.413,5.9614,399.66,0,0,3703.2,549.2
Macquarie,02/09/1894,39.553,12.514,389.21,0,0,7701.4,549.4
Macquarie,03/09/1894,39.553,15.123,484.63,0,0,8703,692.6
Macquarie,04/09/1894,39.553,15.529,525.92,0,0,4053.7,698.1
Macquarie,05/09/1894,39.553,17.085,525.91,0,0,4304,2692.6
Macquarie,06/09/1894,39.553,20.4,509.96,0,0,1914.6,1845.6
Macquarie,07/09/1894,39.554,20.833,532.88,0,0,1432.5,1871.6
Macquarie,08/09/1894,39.553,21.165,507.62,0,0,1065.7,707.3
Macquarie,09/09/1894,39.553,4.769,334.42,2,0,1366.7,705.4
Macquarie,10/09/1894,39.553,0.9002,317.22,0,0,4380.5,688.4
Macquarie,11/09/1894,39.553,0.9002,320.57,10.9,0,9349.2,673.7
Macquarie,12/09/1894,39.553,10.3,307.75,44.13,0,11624,548.9
Macquarie,13/09/1894,39.553,16.698,237.54,1857.5,0,5600.6,1977.7
Macquarie,14/09/1894,39.553,17.859,227.88,324,0,4128.8,1442.6
Macquarie,15/09/1894,39.553,18.131,0,748,0,5659.5,1354.4
Macquarie,16/09/1894,39.554,19.264,0,0,0,9244.8,4416.6
Macquarie,17/09/1894,39.553,20.871,0,63.83,0,9160.2,4417.1
Macquarie,18/09/1894,39.553,21.021,0,0,0,8913.6,4464.2
Macquarie,19/09/1894,39.553,21.097,0,0,0,8730.2,4488.9
Macquarie,20/09/1894,39.553,20.898,1.97,0,0,7309.8,4507.4
Macquarie,21/09/1894,39.553,21.048,2.81,0,0,3269.6,460
Macquarie,22/09/1894,39.553,21.004,2.81,0,0,1305.9,459.9
Macquarie,23/09/1894,39.553,20.939,2.82,0,0,960.2,460
Macquarie,24/09/1894,39.553,21.089,3.98,0,0,866,460
Macquarie,25/09/1894,39.553,21.045,5.48,0,0,867.3,566.4
Macquarie,26/09/1894,39.554,20.23,14.05,0,0,1053,566.6
Macquarie,27/09/1894,39.553,20.353,14.05,0,0,764.6,566.6
Macquarie,28/09/1894,39.553,16.892,0,0,0,1472.4,566.4
Macquarie,29/09/1894,39.553,17.55,0,0,0,4436.3,4892.2
Macquarie,30/09/1894,39.553,17.341,0,0,0,4543.3,4566.5
Macquarie,01/10/1894,44.203,33.958,0,0,0,4530,4579
Macquarie,02/10/1894,44.246,34.979,9.33,0,0,3661.2,4578.9
Macquarie,03/10/1894,44.247,36.052,27.71,0,0,1799.5,595.7
Macquarie,04/10/1894,44.246,36.089,28.11,0,0,4336.7,4680.7
Macquarie,05/10/1894,44.247,36.18,28.11,0,0,4564.5,4594.2
Macquarie,06/10/1894,44.246,36.26,28.1,0,0,4565.9,4594.3
Macquarie,07/10/1894,44.247,35.7,28.11,0,0,4571.4,4594.3
Macquarie,08/10/1894,44.246,9.12E-02,0,0,0,4573,4593
Macquarie,09/10/1894,44.247,17.611,0,0,0,4580.6,4593.1
Macquarie,10/10/1894,44.246,32.629,0,0,0,4587.7,4582.3
Macquarie,11/10/1894,44.247,34.877,4.06,0,0,4574.6,4592.6
Macquarie,12/10/1894,44.246,34.647,26.41,0,0,4574.5,4592.6
Macquarie,13/10/1894,44.247,35.88,28.11,0,0,4581.1,4593.8
Macquarie,14/10/1894,44.246,21.741,28.11,0,0,4588.7,4587.5
Macquarie,15/10/1894,44.247,10.962,0,0,0,4616.4,4622.5
Macquarie,16/10/1894,44.246,19.711,0,0,0,7887,4626.4
Macquarie,17/10/1894,44.247,25.252,0,0,0,9414.6,4706.2
Macquarie,18/10/1894,44.246,26.34,0,0,0,9024.4,4647
Macquarie,19/10/1894,44.247,24.455,0,0,0,4286.7,4659.9
Macquarie,20/10/1894,44.246,27.767,0,0,0,7893.4,4719.5
Macquarie,21/10/1894,44.247,28.245,22.1,0,0,8319.8,3625.2
Macquarie,22/10/1894,44.246,30.392,50.66,0,0,7748.2,5498.8
Macquarie,23/10/1894,44.247,35.135,60.59,0,0,6525,6569.5
Macquarie,24/10/1894,44.246,35.591,59.7,0,0,6645,6913.4
Macquarie,25/10/1894,44.247,35.653,121.69,0,0,5752.4,6558.2
Macquarie,26/10/1894,44.246,33.731,222.12,0,0,3805.9,1840.6
Macquarie,27/10/1894,44.247,35.971,902.85,0.66,0,2912.2,1645.2
Macquarie,28/10/1894,44.246,35.744,1436.5,1.01,0,1604.6,1493.1
Macquarie,29/10/1894,44.247,35.326,1429.8,0,0,1450.6,1506.5
Macquarie,30/10/1894,44.246,35.684,1430.7,0,0,1493.1,1415
Macquarie,31/10/1894,44.247,32.949,1189.2,0,0,1895.9,1999.2
Macquarie,01/11/1894,44.596,53.405,780.42,0,0,1961.6,1987.6
Macquarie,02/11/1894,44.597,54.517,1196.9,0,0,1998.2,2042.9
Macquarie,03/11/1894,44.596,56.194,1421.5,0,0,3085.8,2039.7
Macquarie,04/11/1894,44.597,60.77,1427.6,0,0,6376.8,6609.3
Macquarie,05/11/1894,44.596,58.002,1574.5,0,0,6878.1,6820
Macquarie,06/11/1894,44.597,55.005,1647.4,0,0,7123.4,7143.4
Macquarie,07/11/1894,44.596,58.823,1698.9,0,0,7146.8,7166.3
Macquarie,08/11/1894,44.597,60.65,1710.2,0,0,7104.9,7042.3
Macquarie,09/11/1894,44.596,63.453,1742.6,0,0,7167.7,7188
Macquarie,10/11/1894,44.597,63.606,1740.7,0,0,7176.1,7191.3
Macquarie,11/11/1894,44.596,69.671,1927.8,139.08,0,7184.3,7191.3
Macquarie,12/11/1894,44.597,69.185,1915.9,223.96,0,7178.5,7191.4
Macquarie,13/11/1894,44.596,69.659,1944.1,278.17,0,7112.1,7191.3
Macquarie,14/11/1894,44.597,69.671,1942.4,251.37,0,6925.4,6934.7
Macquarie,15/11/1894,44.596,63.605,1914.2,267.28,0,6872.9,6881.1
Macquarie,16/11/1894,44.597,69.513,1850.8,281.62,0,6888.8,6881.1
Macquarie,17/11/1894,44.596,69.672,1653.9,293.91,0,6948.4,6940.8
Macquarie,18/11/1894,44.597,69.671,1647.5,300.35,0,6995.5,7005.4
Macquarie,19/11/1894,44.596,69.671,1673.6,339.88,0,6996.4,7004.2
Macquarie,20/11/1894,44.597,69.671,1800.3,291.78,0,6998.9,7012.5
Macquarie,21/11/1894,44.596,69.671,1802.5,286.69,0,7143.2,7007.6
Macquarie,22/11/1894,44.597,69.671,1823,276.34,0,7502.6,7628.9
Macquarie,23/11/1894,44.596,69.671,1826,268.19,0,7511.5,7630.8
Macquarie,24/11/1894,44.597,69.671,1835.5,268.61,0,7493.1,8157.6
Macquarie,25/11/1894,44.596,65.706,1862,258.57,0,7469.8,8388
Macquarie,26/11/1894,44.597,67.977,1868.8,251.41,0,7446.1,10929
Macquarie,27/11/1894,44.596,69.269,1951.7,130.52,0,7426.4,11173
Macquarie,28/11/1894,44.597,69.671,1947.5,181.9,0,7417.3,11376
Macquarie,29/11/1894,44.596,69.671,1951.5,95.13,0,7400.5,11774
Macquarie,30/11/1894,44.597,68.711,1938.8,62.94,0,7380.2,11984
Macquarie,01/12/1894,197.16,72.136,4037.8,0,0,7361.9,13017
Macquarie,02/12/1894,197.49,70.93,4537.2,0,0,7356.1,13084
Macquarie,03/12/1894,197.49,65.963,4401,0,0,7302.2,12692
Macquarie,04/12/1894,197.49,66.242,4391.4,0,0,7252.8,12698
Macquarie,05/12/1894,197.49,63.819,4388.8,0,0,7226.3,12861
Macquarie,06/12/1894,197.49,65.784,4470.5,0,0,7210.4,12992
Macquarie,07/12/1894,197.49,58.192,4486,0,0,6796.2,13013
Macquarie,08/12/1894,197.49,60.282,3900.4,0,0,5734.9,5642.8
Macquarie,09/12/1894,255.49,57.535,3712.1,0,0,5675.9,5619.3
Macquarie,10/12/1894,255.49,46.812,3446.7,0,0,5637.6,5619.3
Macquarie,11/12/1894,255.49,60.2,4160.6,0,0,5425.6,5374.4
Macquarie,12/12/1894,296.49,60.937,4444.5,0,0,5378.6,5377
Macquarie,13/12/1894,296.49,46.764,3430.7,0,0,5426.9,5383.5
Macquarie,14/12/1894,296.49,50.915,3478,0,0,5502.9,5408.5
Macquarie,15/12/1894,296.49,62.784,3964.4,0,0,5462.8,5426.6
Macquarie,16/12/1894,296.49,24.974,2302,0,0,5314.1,5259.3
Macquarie,17/12/1894,296.49,36.285,2271.5,0,0,5374,5275
Macquarie,18/12/1894,296.49,48.734,3783.2,0,0,5574.9,5297.4
Macquarie,19/12/1894,296.49,48.397,4150.5,0,0,5474.4,5375.1
Macquarie,20/12/1894,296.49,56.949,4279.7,0,0,5468.9,5463.9
Macquarie,21/12/1894,296.49,61.787,4370.7,0,0,5418.1,5465.5
Macquarie,22/12/1894,296.49,62.241,4410.2,0,0,5498.8,5525.1
Macquarie,23/12/1894,296.49,62.124,4419.4,0,0,5561.5,5594.9
Macquarie,24/12/1894,296.49,62.124,4514.5,0,0,5617.9,5594.3
Macquarie,25/12/1894,296.49,62.124,4450.6,0,0,5716.4,5706.4
Macquarie,26/12/1894,296.49,62.241,4451,0,0,5826.4,5748.1
Macquarie,27/12/1894,296.49,58.847,3122.6,0,0,6089.2,6062.2
Macquarie,28/12/1894,296.49,40.399,1954.3,0,0,6250.8,6220.5
Macquarie,29/12/1894,296.49,54.42,3600.3,0,0,6327.2,6212.8
Macquarie,30/12/1894,296.49,60.839,4527.7,0,0,6224.5,6162
Macquarie,31/12/1894,296.49,59.052,3040,0,0,6219.6,6077.3
Macquarie,01/01/1895,305.54,48.636,3704.4,0,0,6557.8,6591
Macquarie,02/01/1895,305.56,26.149,1377.8,0,0,19199,6591.3
Macquarie,03/01/1895,305.56,27.65,1594.8,1519.8,0,9435.7,6730.8
Macquarie,04/01/1895,305.56,44.385,2773.4,211.28,0,5719.9,6574.6
Macquarie,05/01/1895,305.56,13.576,775.76,378.86,0,1919,6524.8
Macquarie,06/01/1895,305.56,36.79,4601.8,0,0,4418,6524.8
Macquarie,07/01/1895,305.56,37.014,4835.2,161.57,0,4478.4,4532.4
Macquarie,08/01/1895,305.56,38.63,4336.5,1065.7,0,4510.2,4586.2
Macquarie,09/01/1895,247.56,44.761,4965.5,1.62,0,4785.5,4759.5
Macquarie,10/01/1895,247.56,44.761,4865.7,0,0,5353.8,5335.9
Macquarie,11/01/1895,247.56,44.761,4413,0,0,5906.1,5992
Macquarie,12/01/1895,206.56,44.761,4167,0,0,6042,6075.4
Macquarie,13/01/1895,206.56,45.941,4109.6,0,0,6087.8,6142.4
Macquarie,14/01/1895,206.56,46.395,4307.4,0,0,5961.5,6047.8
Macquarie,15/01/1895,206.56,32.333,4808.5,0,0,5613.1,5731.5
Macquarie,16/01/1895,76.559,26.666,5310.5,0,0,5222.9,5223.5
Macquarie,17/01/1895,76.558,21.854,3389.5,0,0,5190.5,5075.7
Macquarie,18/01/1895,76.558,52.903,1343.8,0,0,5608.7,5427
Macquarie,19/01/1895,76.558,20.085,2741.2,0,0,5933.7,5929.4
Macquarie,20/01/1895,76.558,31.99,2550.5,0,0,5821.6,5494.6
