Basin_name,Category,AL,WaterType,purpose_des,WSP,WS,ShareComponent,Purpose,Long,Lat
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700621,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,84,I,148.633869,-32.383414
Macquarie,SUPPLEMENTARY WATER,80AL700622,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,6.4,I,148.633869,-32.383414
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700624,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,108,I,148.121079,-31.910348
Macquarie,SUPPLEMENTARY WATER,80AL700625,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8.2,I,148.121079,-31.910348
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700627,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,44,I,147.845677,-31.703934
Macquarie,SUPPLEMENTARY WATER,80AL700628,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,6.4,I,147.845677,-31.703934
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700630,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,15,I,149.275617,-32.487846
Macquarie,SUPPLEMENTARY WATER,80AL700631,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1.1,I,149.275617,-32.487846
Macquarie,SUPPLEMENTARY WATER,80AL700634,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.5,I,147.382778,-31.471093
Macquarie,SUPPLEMENTARY WATER,80AL700637,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,I,148.235438,-32.13936
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700639,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,164,I,147.702299,-31.598033
Macquarie,SUPPLEMENTARY WATER,80AL700640,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.5,I,147.702299,-31.598033
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700642,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,39,I,149.609472,-32.592463
Macquarie,SUPPLEMENTARY WATER,80AL700643,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3,I,149.609472,-32.592463
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700645,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,188,J,147.809894,-31.676755
Macquarie,SUPPLEMENTARY WATER,80AL700646,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,14.3,J,147.809894,-31.676755
Macquarie,DOMESTIC AND STOCK,80AL700647,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,147.809894,-31.676755
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL700649,REG,FARMING,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,K,148.609705,-32.284501
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700654,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1296,I,147.647253,-31.232835
Macquarie,SUPPLEMENTARY WATER,80AL700655,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,98.9,I,147.647253,-31.232835
Macquarie,DOMESTIC AND STOCK[STOCK],80AL700656,REG,IRRIGATION,DOMESTIC AND STOCK[STOCK],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,I,147.647253,-31.232835
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700658,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,364,I,148.162389,-31.96844
Macquarie,SUPPLEMENTARY WATER,80AL700659,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,27.8,I,148.162389,-31.96844
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700661,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,I,148.607881,-32.284373
Macquarie,SUPPLEMENTARY WATER,80AL700662,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,148.607881,-32.284373
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700664,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,164,I,147.327127,-31.336733
Macquarie,SUPPLEMENTARY WATER,80AL700665,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.5,I,147.327127,-31.336733
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700673,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,164,I,147.849812,-31.703255
Macquarie,SUPPLEMENTARY WATER,80AL700674,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.5,I,147.849812,-31.703255
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700679,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,164,I,147.525037,-31.470156
Macquarie,SUPPLEMENTARY WATER,80AL700680,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.5,I,147.525037,-31.470156
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700682,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,164,I,147.527286,-31.477246
Macquarie,SUPPLEMENTARY WATER,80AL700683,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.5,I,147.527286,-31.477246
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700686,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,63,I,149.712302,-32.69033
Macquarie,SUPPLEMENTARY WATER,80AL700687,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4.8,I,149.712302,-32.69033
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700689,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,52,I,148.970454,-32.55202
Macquarie,SUPPLEMENTARY WATER,80AL700690,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,148.970454,-32.55202
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700692,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,60,I,149.574407,-32.581106
Macquarie,SUPPLEMENTARY WATER,80AL700693,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4.6,I,149.574407,-32.581106
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700695,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,132,I,148.984574,-32.568344
Macquarie,SUPPLEMENTARY WATER,80AL700696,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,10.1,I,148.984574,-32.568344
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700698,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,361,I,148.551852,-32.17673
Macquarie,SUPPLEMENTARY WATER,80AL700702,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,17.4,I,148.582432,-32.166934
Macquarie,DOMESTIC AND STOCK[STOCK],80AL700703,REG,IRRIGATION,DOMESTIC AND STOCK[STOCK],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,I,148.582432,-32.166934
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700705,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12,I,148.787876,-32.437818
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700708,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,196,I,148.630249,-32.325853
Macquarie,SUPPLEMENTARY WATER,80AL700709,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,15,I,148.630249,-32.325853
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL700711,REG,INDUSTRIAL - SAND & GRAVEL,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,50,F,148.547598,-32.182599
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700713,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,144,I,148.616026,-32.197546
Macquarie,SUPPLEMENTARY WATER,80AL700714,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,11,I,148.616026,-32.197546
Macquarie,DOMESTIC AND STOCK,80AL700716,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.976005,-32.60136
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700718,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,75,I,149.578129,-32.56487
Macquarie,SUPPLEMENTARY WATER,80AL700719,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5.7,I,149.578129,-32.56487
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700721,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12,I,148.091,-31.906009
Macquarie,SUPPLEMENTARY WATER,80AL700722,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.9,I,148.091,-31.906009
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL700727,REG,RECREATION - LOW SECURITY,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,43,B2,149.594708,-32.590387
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700728,REG,RECREATION - LOW SECURITY,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,80,B2,149.594708,-32.590387
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700730,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,112,I,147.816852,-31.677412
Macquarie,SUPPLEMENTARY WATER,80AL700731,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8.5,I,147.816852,-31.677412
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700733,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,28,I,148.63196,-32.390596
Macquarie,SUPPLEMENTARY WATER,80AL700734,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,17.4,I,148.63196,-32.390596
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700738,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,75,I,149.279488,-32.495215
Macquarie,SUPPLEMENTARY WATER,80AL700739,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5.7,I,149.279488,-32.495215
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700741,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,44,I,147.564033,-31.117204
Macquarie,SUPPLEMENTARY WATER,80AL700742,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3.4,I,147.564033,-31.117204
Macquarie,DOMESTIC AND STOCK[STOCK],80AL700743,REG,IRRIGATION,DOMESTIC AND STOCK[STOCK],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,I,147.564033,-31.117204
Macquarie,SUPPLEMENTARY WATER,80AL700746,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,I,147.858941,-31.735414
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700748,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,36,J,148.53639,-32.192562
Macquarie,SUPPLEMENTARY WATER,80AL700749,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2.7,J,148.53639,-32.192562
Macquarie,DOMESTIC AND STOCK,80AL700750,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.53639,-32.192562
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700752,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,100,I,148.625075,-32.297731
Macquarie,SUPPLEMENTARY WATER,80AL700753,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,7.6,I,148.625075,-32.297731
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL700755,REG,FARMING,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3,K,148.475806,-32.184785
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700757,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,29,I,149.263775,-32.564174
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700760,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,112,I,147.840619,-31.713863
Macquarie,SUPPLEMENTARY WATER,80AL700761,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8.5,I,147.840619,-31.713863
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700763,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,164,I,147.160387,-31.277956
Macquarie,SUPPLEMENTARY WATER,80AL700764,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.5,I,147.160387,-31.277956
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700766,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2,I,148.680007,-32.371513
Macquarie,SUPPLEMENTARY WATER,80AL700767,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,148.680007,-32.371513
Macquarie,SUPPLEMENTARY WATER,80AL700773,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5.7,I,149.649875,-32.626322
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700775,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,164,J,147.766405,-31.676936
Macquarie,SUPPLEMENTARY WATER,80AL700776,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.5,J,147.766405,-31.676936
Macquarie,DOMESTIC AND STOCK,80AL700777,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,147.766405,-31.676936
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL700779,REG,DOMESTIC,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3,J,148.628065,-32.323732
Macquarie,DOMESTIC AND STOCK,80AL700780,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.628065,-32.323732
Macquarie,DOMESTIC AND STOCK,80AL700782,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.842044,-32.476773
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700784,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,36,I,149.503102,-32.481841
Macquarie,SUPPLEMENTARY WATER,80AL700785,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2.7,I,149.503102,-32.481841
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700787,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,24,I,149.717375,-32.690317
Macquarie,SUPPLEMENTARY WATER,80AL700788,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1.8,I,149.717375,-32.690317
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700790,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,36,I,148.086643,-31.907449
Macquarie,SUPPLEMENTARY WATER,80AL700791,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2.7,I,148.086643,-31.907449
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700793,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,68,I,148.608507,-32.22091
Macquarie,SUPPLEMENTARY WATER,80AL700794,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5.2,I,148.608507,-32.22091
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700800,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1296,I,147.989555,-31.811288
Macquarie,SUPPLEMENTARY WATER,80AL700801,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,98.9,I,147.989555,-31.811288
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700803,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,164,I,147.511719,-31.526896
Macquarie,SUPPLEMENTARY WATER,80AL700804,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.5,I,147.511719,-31.526896
Macquarie,SUPPLEMENTARY WATER,80AL700807,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,98.9,J,148.082963,-31.916557
Macquarie,DOMESTIC AND STOCK,80AL700808,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.082963,-31.916557
Macquarie,SUPPLEMENTARY WATER,80AL700811,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2.4,I,148.594759,-32.256996
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700816,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,56,I,148.615219,-32.210207
Macquarie,SUPPLEMENTARY WATER,80AL700817,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4.3,I,148.615219,-32.210207
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700819,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,68,I,148.607385,-32.218013
Macquarie,SUPPLEMENTARY WATER,80AL700820,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5.2,I,148.607385,-32.218013
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL700822,REG,CITRUS PLANTINGS,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,84,M1,147.686207,-31.251998
Macquarie,DOMESTIC AND STOCK,80AL700825,REG,CITRUS PLANTINGS,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,M1,148.246404,-32.198158
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700827,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,218,I,148.509263,-32.188975
Macquarie,SUPPLEMENTARY WATER,80AL700828,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,17,I,148.509263,-32.188975
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700830,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,200,J,148.608185,-32.305603
Macquarie,SUPPLEMENTARY WATER,80AL700831,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,15.3,J,148.608185,-32.305603
Macquarie,DOMESTIC AND STOCK,80AL700832,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.608185,-32.305603
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700834,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,684,I,148.511718,-32.167185
Macquarie,SUPPLEMENTARY WATER,80AL700835,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,52.2,I,148.511718,-32.167185
Macquarie,DOMESTIC AND STOCK[STOCK],80AL700836,REG,IRRIGATION,DOMESTIC AND STOCK[STOCK],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,I,148.511732,-32.166576
Macquarie,DOMESTIC AND STOCK[DOMESTIC],80AL700838,REG,DOMESTIC,DOMESTIC AND STOCK[DOMESTIC],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3,J,149.616993,-32.594527
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700840,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,100,I,148.612937,-32.195174
Macquarie,SUPPLEMENTARY WATER,80AL700841,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,7.6,I,148.612937,-32.195174
Macquarie,DOMESTIC AND STOCK,80AL700847,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.533475,-32.193749
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL700849,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,48,I,148.614401,-32.214156
Macquarie,SUPPLEMENTARY WATER,80AL700850,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3.7,I,148.614401,-32.214156
