Basin_name,Category,AL,Water Type,purpose_des,WSP,WS,Share Component,Long,Lat
Macquarie,UNREGULATED RIVER,80AL717170,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,225,149.0026624,-33.30276574
Macquarie,UNREGULATED RIVER,80AL717176,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,14,148.865525,-33.016465
Macquarie,UNREGULATED RIVER,80AL717178,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,9,148.868916,-33.088881
Macquarie,UNREGULATED RIVER,80AL717180,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,9,148.864888,-33.084282
Macquarie,UNREGULATED RIVER,80AL717182,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,44,148.874144,-32.99094
Macquarie,DOMESTIC AND STOCK,80AL717184,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,6,148.861438,-32.997249
Macquarie,UNREGULATED RIVER,80AL717186,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,8,148.865487,-33.085258
Macquarie,UNREGULATED RIVER,80AL717189,UNREG,RECREATION - LOW SECURITY,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,2,148.8721,-33.091278
Macquarie,UNREGULATED RIVER,80AL717191,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,41,148.864607,-33.056193
Macquarie,UNREGULATED RIVER,80AL717193,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,63,149.022928,-33.322005
Macquarie,UNREGULATED RIVER,80AL717202,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,85,149.022642,-33.322949
Macquarie,DOMESTIC AND STOCK[DOMESTIC],80AL717204,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,2,148.885941,-33.10368
Macquarie,UNREGULATED RIVER,80AL717206,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,148.885039,-33.103493
Macquarie,UNREGULATED RIVER,80AL717219,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,18,149.027341,-33.330996
Macquarie,UNREGULATED RIVER,80AL717224,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,12,148.864825,-33.018181
Macquarie,UNREGULATED RIVER,80AL717230,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,18,148.883879,-33.103602
Macquarie,UNREGULATED RIVER,80AL717237,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,113,149.014986,-33.26514
Macquarie,UNREGULATED RIVER,80AL717240,UNREG,RECREATION - LOW SECURITY,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,13,148.872468,-33.095786
Macquarie,UNREGULATED RIVER,80AL717244,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,102,149.0027009,-33.29176348
Macquarie,DOMESTIC AND STOCK,80AL717248,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,6,148.879806,-33.100899
Macquarie,UNREGULATED RIVER,80AL717250,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,36,148.888281,-33.106688
Macquarie,UNREGULATED RIVER,80AL717252,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,45,148.8696759,-33.14329696
Macquarie,UNREGULATED RIVER,80AL717254,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,38,149.027235,-33.312858
Macquarie,DOMESTIC AND STOCK,80AL717256,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,6,149.022943,-33.263599
Macquarie,UNREGULATED RIVER,80AL717257,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,60,149.022943,-33.263599
Macquarie,DOMESTIC AND STOCK,80AL717259,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,6,148.883512,-33.103509
Macquarie,DOMESTIC AND STOCK,80AL717261,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0014733,-33.25022032
Macquarie,UNREGULATED RIVER,80AL717262,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,14,149.0014733,-33.25022032
Macquarie,DOMESTIC AND STOCK,80AL717264,UNREG,STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0038738,-33.25852311
Macquarie,UNREGULATED RIVER,80AL717265,UNREG,STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,60,149.0038738,-33.25852311
Macquarie,DOMESTIC AND STOCK[STOCK],80AL717267,UNREG,STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,4,148.9946176,-33.30176796
Macquarie,UNREGULATED RIVER,80AL717268,UNREG,STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,14,148.9946176,-33.30176796
Macquarie,DOMESTIC AND STOCK[STOCK],80AL717270,UNREG,STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,4,149.0405311,-33.29229315
Macquarie,UNREGULATED RIVER,80AL717271,UNREG,STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,19,149.0405311,-33.29229315
Macquarie,UNREGULATED RIVER,80AL717273,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,3,149.0432355,-33.30557679
Macquarie,DOMESTIC AND STOCK,80AL717275,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0031494,-33.35032627
Macquarie,UNREGULATED RIVER,80AL717276,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,81,149.0031494,-33.35032627
Macquarie,UNREGULATED RIVER,80AL717278,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,44,149.0365404,-33.31554303
Macquarie,UNREGULATED RIVER,80AL717280,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,50,149.0077893,-33.26686449
Macquarie,DOMESTIC AND STOCK,80AL717282,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0172445,-33.30689436
Macquarie,UNREGULATED RIVER,80AL717283,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,11,149.0172445,-33.30689436
Macquarie,DOMESTIC AND STOCK,80AL717285,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0185593,-33.28425659
Macquarie,UNREGULATED RIVER,80AL717286,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,41,149.0185593,-33.28425659
Macquarie,UNREGULATED RIVER,80AL717289,UNREG,FARMING,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,13,149.0191004,-33.26859301
Macquarie,DOMESTIC AND STOCK,80AL717291,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0195503,-33.32305265
Macquarie,UNREGULATED RIVER,80AL717292,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,19,149.0195503,-33.32305265
Macquarie,DOMESTIC AND STOCK,80AL717294,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0116787,-33.28245642
Macquarie,UNREGULATED RIVER,80AL717295,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,86,149.0116787,-33.28245642
Macquarie,DOMESTIC AND STOCK[DOMESTIC],80AL717297,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,1,149.0132857,-33.27949962
Macquarie,UNREGULATED RIVER,80AL717298,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,67,149.0132857,-33.27949962
Macquarie,DOMESTIC AND STOCK,80AL717300,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0083503,-33.28058046
Macquarie,UNREGULATED RIVER,80AL717301,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,14,149.0083503,-33.28058046
Macquarie,DOMESTIC AND STOCK,80AL717303,UNREG,STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.011351,-33.27613126
Macquarie,UNREGULATED RIVER,80AL717304,UNREG,STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,44,149.011351,-33.27613126
Macquarie,DOMESTIC AND STOCK,80AL717306,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0144643,-33.27659484
Macquarie,UNREGULATED RIVER,80AL717307,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,67,149.0144643,-33.27659484
Macquarie,DOMESTIC AND STOCK,80AL717309,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0335114,-33.26139638
Macquarie,UNREGULATED RIVER,80AL717310,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,83,149.0335114,-33.26139638
Macquarie,DOMESTIC AND STOCK,80AL717312,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0321062,-33.32995372
Macquarie,UNREGULATED RIVER,80AL717313,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,11,149.0321062,-33.32995372
Macquarie,DOMESTIC AND STOCK,80AL717318,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0372587,-33.30348367
Macquarie,UNREGULATED RIVER,80AL717319,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,8,149.0372587,-33.30348367
Macquarie,UNREGULATED RIVER,80AL717321,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,58,148.9893164,-33.25556463
Macquarie,UNREGULATED RIVER,80AL717325,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,4,149.0516237,-33.3124903
Macquarie,UNREGULATED RIVER,80AL717329,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,40,148.9874087,-33.2476324
Macquarie,UNREGULATED RIVER,80AL717331,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,90,149.0032296,-33.27026563
Macquarie,UNREGULATED RIVER,80AL717333,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,12,148.9936988,-33.25712664
Macquarie,DOMESTIC AND STOCK,80AL717335,UNREG,FARMING,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0071755,-33.30382012
Macquarie,UNREGULATED RIVER,80AL717336,UNREG,FARMING,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,126,149.0071755,-33.30382012
Macquarie,DOMESTIC AND STOCK,80AL717338,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0190695,-33.29894717
Macquarie,UNREGULATED RIVER,80AL717339,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,27,149.0190695,-33.29894717
Macquarie,UNREGULATED RIVER,80AL717341,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,57,149.0456638,-33.31850417
Macquarie,UNREGULATED RIVER,80AL717343,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,61,149.0552706,-33.30954437
Macquarie,UNREGULATED RIVER,80AL717346,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,8,148.9847292,-33.25823509
Macquarie,DOMESTIC AND STOCK,80AL717348,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,148.9806039,-33.25569473
Macquarie,UNREGULATED RIVER,80AL717349,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,64,148.9806039,-33.25569473
Macquarie,DOMESTIC AND STOCK,80AL717351,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0437603,-33.30183485
Macquarie,UNREGULATED RIVER,80AL717352,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,4,149.0437603,-33.30183485
Macquarie,UNREGULATED RIVER,80AL717354,UNREG,FARMING,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,45,148.9825697,-33.2462668
Macquarie,DOMESTIC AND STOCK,80AL717356,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,148.9902079,-33.26458621
Macquarie,UNREGULATED RIVER,80AL717357,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,148.9902079,-33.26458621
Macquarie,UNREGULATED RIVER,80AL717359,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,3,149.0060366,-33.3098894
Macquarie,UNREGULATED RIVER,80AL717361,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,7,149.0097882,-33.29693342
Macquarie,UNREGULATED RIVER,80AL717363,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,7,148.9909251,-33.24652105
Macquarie,UNREGULATED RIVER,80AL717365,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,28,149.0142672,-33.32686276
Macquarie,UNREGULATED RIVER,80AL717367,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,46,149.0408941,-33.31524612
Macquarie,UNREGULATED RIVER,80AL717369,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,6,149.0127756,-33.30684061
Macquarie,UNREGULATED RIVER,80AL717372,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,22,149.0451945,-33.30485019
Macquarie,DOMESTIC AND STOCK,80AL717374,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0238872,-33.29877859
Macquarie,UNREGULATED RIVER,80AL717375,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,3,149.0238872,-33.29877859
Macquarie,UNREGULATED RIVER,80AL717377,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,10,149.0363123,-33.28402102
Macquarie,UNREGULATED RIVER,80AL717379,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,8,149.026247,-33.31212236
Macquarie,UNREGULATED RIVER,80AL717381,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,56,149.0153853,-33.3292343
Macquarie,DOMESTIC AND STOCK[DOMESTIC],80AL717383,UNREG,FARMING,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,1,149.0088689,-33.31771609
Macquarie,UNREGULATED RIVER,80AL717384,UNREG,FARMING,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,30,149.0088689,-33.31771609
Macquarie,UNREGULATED RIVER,80AL717386,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,3,148.9895032,-33.27468842
Macquarie,DOMESTIC AND STOCK[DOMESTIC],80AL717388,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,1,148.993011,-33.25754
Macquarie,UNREGULATED RIVER,80AL717389,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,12,148.993011,-33.25754
Macquarie,DOMESTIC AND STOCK,80AL717391,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,5,149.0154396,-33.31713169
Macquarie,UNREGULATED RIVER,80AL717392,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,53,149.0154396,-33.31713169
Macquarie,UNREGULATED RIVER,80AL717394,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,9,148.862238,-33.062038
Macquarie,UNREGULATED RIVER,80AL717396,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,63,148.86469,-33.054533
Macquarie,UNREGULATED RIVER,80AL717398,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,8,149.0144891,-33.3220347
Macquarie,UNREGULATED RIVER,80AL717400,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,17,148.9918586,-33.28196411
Macquarie,UNREGULATED RIVER,80AL717409,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,33,148.9973081,-33.2831752
Macquarie,UNREGULATED RIVER,80AL717411,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,204,148.9926627,-33.3093021
Macquarie,UNREGULATED RIVER,80AL717415,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,73,149.0233994,-33.3315748
Macquarie,UNREGULATED RIVER,80AL717421,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,37,149.019795,-33.328937
Macquarie,UNREGULATED RIVER,80AL717423,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,235,148.9928676,-33.29281436
Macquarie,UNREGULATED RIVER,80AL717425,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,15,149.019467,-33.331983
Macquarie,UNREGULATED RIVER,80AL717429,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,MOLONG CREEK WATER SOURCE,30,148.86695,-33.003346
Macquarie,UNREGULATED RIVER,80AL717436,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,BURRENDONG DAM TRIBUTARIES WATER SOURCE,28,149.650158,-32.748565
Macquarie,UNREGULATED RIVER,80AL717438,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,BURRENDONG DAM TRIBUTARIES WATER SOURCE,10,149.666796,-32.761973
Macquarie,UNREGULATED RIVER,80AL717440,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,BURRENDONG DAM TRIBUTARIES WATER SOURCE,20,149.269357,-32.876913
Macquarie,UNREGULATED RIVER,80AL717442,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,BURRENDONG DAM TRIBUTARIES WATER SOURCE,60,149.619864,-32.752273
Macquarie,UNREGULATED RIVER,80AL717444,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,BURRENDONG DAM TRIBUTARIES WATER SOURCE,13,149.5383029,-32.88535019
Macquarie,UNREGULATED RIVER,80AL717447,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,BURRENDONG DAM TRIBUTARIES WATER SOURCE,30,149.476033,-32.646751
Macquarie,UNREGULATED RIVER,80AL717450,UNREG,CONSERVATION OF WATER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,BURRENDONG DAM TRIBUTARIES WATER SOURCE,214,149.4745911,-32.64681529
Macquarie,UNREGULATED RIVER,80AL717452,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,BURRENDONG DAM TRIBUTARIES WATER SOURCE,170,149.317772,-32.603374
Macquarie,UNREGULATED RIVER,80AL717458,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,LITTLE RIVER WATER SOURCE,44,148.657612,-32.743778
Macquarie,UNREGULATED RIVER,80AL717467,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,LITTLE RIVER WATER SOURCE,80,148.647633,-32.714772
Macquarie,UNREGULATED RIVER,80AL717469,UNREG,IRRIGATION,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,LITTLE RIVER WATER SOURCE,44,148.419335,-32.712109
Macquarie,DOMESTIC AND STOCK,80AL717471,UNREG,DOMESTIC,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,LITTLE RIVER WATER SOURCE,6,148.703521,-32.432489
Macquarie,DOMESTIC AND STOCK,80AL717473,UNREG,STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,LITTLE RIVER WATER SOURCE,5,148.704343,-32.425828
