Water_source,Irrigated area ,population,irrigation value($),mining_value($M),employment irrigation,employment mining,Wet land area (Ha),Dissolved oxygen (mg/l)Mean,Days  below Mean,DSI_org,DSI,FRI           100 yrs Flood frequency,Time Below Requirement,FUI,Risk to agriculture ($ millions),Risk to Mining ,Opprtunity to Agriculture,Opportunity of mining ,Benefit from environment (Million $),FUIIndexRank,DSIIndexRank
Upper Talbragar River Water Source,394.4364329,2091,14613608,26.6,134,236,,75.4,0.88,0,0,0.02,0.13,0.02,0.45,0,24,1681,0,1,1
