Water Sources,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Piambong Creek Water Source,0,0,0,0,0,0,0,0,0,0.621937595,0,0,0,0,0,0.695022859,0.59922467,0,0,0,0.803803,0.889781738,0,0,0,0.879673111,0.219787395,0.343223528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917128922,1.035238536,0,0,0,0.567059626,0.949083817,0.652014158,0.045948639,0,0,0,0,0,0,0,0,0,0,0.379096391,0,0,0.138283746,0.64645668,0.939185639,0,0.256941529,0,0,0.671073985,0,0,0.002963324,0,0,0,0,0,0,0,0.45503182,0.364449809,0,0,0,0,0,0,0,0.701808641,0.807141474,0.898052894,0,0,0,0,0.455594989,0,0,0,0.74596184,0.634054304,0.508371232,0,0,0,0,0.650306956,0,1.157654659
Pipeclay Creek Water Source,1.223667431,0,1.311575519,0.370184407,0.65875248,0,0.660834821,0,0,2.325039606,1.990523651,0,1.904396401,1.05562083,0,2.351894542,2.12652471,0.259372042,0,1.90857808,2.336994081,2.422647271,2.088534437,0,2.064612967,2.411592128,2.083362446,2.179228613,0,0,1.100868276,0,0,0.861239239,0.969221102,0,0,0,0,0,0,0.309914166,1.083256253,0,0.575906454,0,0,0.636313892,1.538713777,2.390122098,2.459017082,0.153070588,1.291359947,0,2.307815274,2.432328697,2.238443202,2.128623607,1.213792221,0.350568136,0,0.643285307,1.302886668,0.535080361,1.205606902,0,0,0,2.271498748,0.304982213,1.885795885,2.145346696,2.26713209,2.435472508,0,2.132815568,0.352156246,1.072629168,2.316407722,0.50323174,0,1.882573221,2.047346834,1.141567307,0.635270285,2.056635558,0.142202749,0.16160972,1.428721108,2.223012378,2.198692092,0.63877418,1.903281835,0,0,1.400144975,1.237518944,1.862559882,2.275115638,2.376443764,2.409611838,0,0,0.935250712,1.642763714,2.066622398,0.462851319,1.715406782,0.241275493,2.353545721,2.139077146,2.224541077,1.339390353,0,0,1.594645039,2.232398948,0,2.522340166
Queen Charlottes Vale Evans Plains Creek Water Source,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,0,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,0,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,6.427731613,0,6.427731613
Summerhill Creek Water Source,13.83037608,3.604551709,0,13.83037608,13.83037608,13.83037608,13.83037608,5.586051666,13.83037608,13.83037608,13.83037608,8.965791598,13.83037608,0,0,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.06560859,7.969459963,0,13.83037608,13.83037608,4.559644936,13.83037608,13.83037608,13.83037608,13.83037608,0,13.83037608,13.83037608,0,13.83037608,13.83037608,13.83037608,13.83037608,0,13.83037608,13.83037608,0,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,0,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,0.728659906,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,0,13.83037608,13.83037608,12.86023924,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,10.55029248,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,13.83037608,0,0,13.83037608,11.25613659,13.83037608,0,0,11.32830097,13.83037608,13.83037608,13.83037608,13.83037608,13.55823234,10.08037281,13.83037608,13.83037608,0,13.83037608
Turon Crudine River Water Source,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103,8.510937103
Upper Bogan River Water Source,37.3019927,28.82169499,0,4.812499868,38.09337699,35.08017817,36.04467874,27.83553976,0,37.82775863,36.79830844,37.95151645,37.44818947,21.94000325,20.99743013,39.54851089,38.95578953,28.63348078,27.77018512,32.0536706,37.7901067,27.10103313,34.57767072,28.19752908,39.19764015,37.8107229,21.24281451,38.53040075,0,0,39.24765698,38.73584724,35.84812741,36.54488172,29.26102013,0,26.00783459,28.79088522,36.18828992,34.78978802,32.86923164,37.60736744,36.89946053,22.21674414,35.42679063,8.213421647,17.48290851,36.59368974,7.612336616,39.48518554,39.70693588,34.57255988,37.56955501,26.30250951,39.15462293,39.73998492,39.64133996,30.29209928,37.45120085,37.42168552,37.38342525,38.57268368,34.48069118,0,0,34.73810419,0,33.82935171,38.51543324,31.34792254,38.7850504,38.93744547,39.28939947,39.56714287,38.78991664,38.92988939,39.13483665,36.56299209,37.79588676,30.98449188,33.45319488,20.04776254,21.3370866,37.82145635,38.13072249,0,30.95100396,35.88555486,39.20584815,39.6407882,39.00668208,38.97042789,38.78651792,38.58244295,12.51479746,0,8.537421225,37.2910582,39.17768224,38.31074741,38.65727899,32.99008056,0,0,26.96730625,32.89718425,0,36.06846179,0,36.21159498,38.50693749,25.80278454,30.20629839,31.87650276,33.12183825,38.89321836,39.57620176,0,40.03622457
Upper Cudgegong River Water Source,13.88280039,0,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,0,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,2.785179778,0,0,0.829323067,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,12.91029751,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,7.286472107,13.88280039,11.19060133,13.88280039,10.13036316,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,13.88280039,11.63968161,13.88280039,13.88280039,13.63817742,13.88280039,13.88280039,13.88280039,6.866475392,0,3.155010905,0,2.024214934,0,13.88280039,5.272270498,13.88280039,13.88280039,13.88280039,13.88280039,0,0,13.88280039,13.88280039,0,13.88280039
Upper Talbragar River Water Source,13.0676768,12.95696006,13.13731927,14.35792284,13.96450998,13.46583947,13.3899318,10.54424296,12.47998986,14.23279124,14.15528929,13.87143812,14.23249482,12.79175398,0,13.62547145,14.24131568,13.93577316,0,14.38069121,14.40589487,14.18878251,6.416681509,11.43403553,13.35883692,14.19361643,14.37032231,13.72379778,7.427120982,13.22461476,14.3466422,13.78519975,13.26259951,13.77491967,12.8224907,13.32773259,13.20570426,8.205216934,13.84034627,12.37642594,13.61496776,13.97948955,13.88960928,7.916279129,14.05842716,13.41519195,13.06365963,14.05106334,11.59642105,14.44472092,14.5428222,14.04762085,13.96539718,14.03696202,14.52269234,14.52839847,14.49993049,13.21362736,13.9749308,12.91508327,12.42260866,13.7052831,14.21056711,14.14306967,12.26618474,9.9527154,9.844160736,12.22802957,13.15745242,14.08682907,14.43129453,14.33928633,13.91593217,14.4210216,14.16201116,14.19363595,14.01480521,13.90727099,13.99618288,13.18023411,9.077470581,13.40792759,14.201293,14.2125252,13.89221095,12.84483169,10.94060408,13.30263824,14.33657411,14.43563156,14.36741613,14.03813476,14.09790556,12.97336749,9.07622134,13.79608305,13.62627597,14.01628872,14.49158792,14.31910423,14.44454625,11.11405012,0,10.13370758,0,0,9.811441509,13.89254193,10.9722868,14.48155881,14.43044352,14.0286608,13.84454605,8.555244268,0,14.05433194,14.19929051,0,14.59161801
Wambangalong Whylandra Creek Water Source,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,1.014288276,0,1.014288276
Winburndale Rivulet Water Source,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,2.068037854,0,2.068037854
