LGA,Population 2015,Predicted Population in 2036,Gross Regional Product ($ M),WSDI,Forecast Drinking Water Quality Deficiency (HBT) Index (%),Risk ($ M),Opportunity ($ M)
MID-COAST,90975,101797,2965,60,0.14,249.1,278.7
